Date,Close,VIX,Oil
26-08-2022,17558.90039,18.21999931,93.05999756
29-08-2022,17312.90039,19.81999969,97.01000214
30-08-2022,17759.30078,18.70000076,91.63999939
01-09-2022,17542.80078,19.87000084,86.61000061
02-09-2022,17539.44922,19.54999924,86.87000275
06-09-2022,17655.59961,19.52000046,86.87999725
07-09-2022,17624.40039,19.37000084,81.94000244
08-09-2022,17798.75,18.30999947,83.54000092
09-09-2022,17833.34961,17.71999931,86.79000092
12-09-2022,17936.34961,17.94000053,87.77999878
13-09-2022,18070.05078,17.46999931,87.30999756
14-09-2022,18003.75,18.28000069,88.48000336
15-09-2022,17877.40039,18.38999939,85.09999847
16-09-2022,17530.84961,19.81999969,85.11000061
19-09-2022,17622.25,19.94000053,85.73000336
20-09-2022,17816.25,18.79999924,84.44999695
21-09-2022,17718.34961,19.32999992,82.94000244
22-09-2022,17629.80078,18.81999969,83.48999786
23-09-2022,17327.34961,20.59000015,78.73999786
26-09-2022,17016.30078,21.88999939,76.70999908
27-09-2022,17007.40039,21.56999969,78.5
28-09-2022,16858.59961,22.10000038,82.15000153
29-09-2022,16818.09961,21.29999924,81.23000336
30-09-2022,17094.34961,19.96999931,79.48999786
03-10-2022,16887.34961,21.37000084,83.62999725
04-10-2022,17274.30078,19.56999969,86.51999664
06-10-2022,17331.80078,19.31999969,88.44999695
07-10-2022,17314.65039,18.80999947,92.63999939
10-10-2022,17241,19.62000084,91.12999725
11-10-2022,16983.55078,20.48999977,89.34999847
12-10-2022,17123.59961,20.18000031,87.26999664
13-10-2022,17014.34961,20.29000092,89.11000061
14-10-2022,17185.69922,18.26000023,85.61000061
17-10-2022,17311.80078,18.42000008,85.45999908
18-10-2022,17486.94922,17.45000076,82.81999969
19-10-2022,17512.25,17.48999977,85.55000305
20-10-2022,17563.94922,17.22999954,85.98000336
21-10-2022,17576.30078,17.28000069,85.05000305
24-10-2022,17730.75,17.42000008,84.58000183
25-10-2022,17656.34961,16.87999916,85.31999969
27-10-2022,17736.94922,16.60000038,89.08000183
28-10-2022,17786.80078,15.92000008,87.90000153
31-10-2022,18012.19922,15.80000019,86.52999878
01-11-2022,18145.40039,16.12999916,88.37000275
02-11-2022,18082.84961,16.65999985,90
03-11-2022,18052.69922,15.93999958,88.16999817
04-11-2022,18117.15039,15.65999985,92.61000061
07-11-2022,18202.80078,15.59000015,91.79000092
09-11-2022,18157,15.92000008,85.83000183
10-11-2022,18028.19922,15.56999969,86.47000122
11-11-2022,18349.69922,14.40999985,88.95999908
14-11-2022,18329.15039,14.90999985,85.87000275
15-11-2022,18403.40039,14.64000034,86.91999817
16-11-2022,18409.65039,15.10000038,85.58999634
17-11-2022,18343.90039,14.88000011,81.63999939
18-11-2022,18307.65039,14.39000034,80.08000183
21-11-2022,18159.94922,14.80000019,79.73000336
22-11-2022,18244.19922,13.84000015,80.94999695
23-11-2022,18267.25,14.03999996,77.94000244
25-11-2022,18512.75,13.32999992,76.27999878
28-11-2022,18562.75,13.56999969,77.23999786
